"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Kin",0.73571890984683,0.00773989195307911,0.104,0.111,1
"Thoc1",0.736406689177185,-0.0577403982440901,0.112,0.119,1
"Lpcat2",0.736575284332473,0.0966756551406978,0.434,0.447,1
"Cnpy3",0.736739483254181,0.194915129106648,0.156,0.168,1
"Dpm2",0.737057604244909,0.0827010036561096,0.13,0.124,1
"Chd4",0.737369738708486,-0.0344197183742891,0.634,0.643,1
"Tmem131l",0.737730503666258,0.0162325860111414,0.106,0.1,1
"Pole4",0.738187284279451,0.177782644242035,0.15,0.162,1
"Psmd4",0.738606990524366,0.100876952021256,0.302,0.32,1
"Siglece",0.739319749437017,-0.14598073222102,0.178,0.182,1
"Lamtor5",0.739437086305246,0.313550184429109,0.242,0.243,1
"Llph",0.739552719867712,0.0332495039440669,0.291,0.303,1
"Safb",0.739678014659632,0.164720681046651,0.185,0.18,1
"Mark2",0.740057355994163,0.0298806531948748,0.15,0.142,1
"Pfdn1",0.740081945553547,0.226716536031547,0.24,0.236,1
"Gbp7",0.740090218157222,0.232803786344286,0.167,0.161,1
"Ddx47",0.74092246858791,0.191084726006314,0.126,0.122,1
"Csnk1g2",0.741548305624945,0.273319674649769,0.143,0.136,1
"Rps15",0.741609308322828,0.00805853414253699,0.989,0.992,1
"Asnsd1",0.742711614548407,-0.092764719785337,0.137,0.142,1
"Pitpna",0.743052056970562,0.120479983638228,0.447,0.457,1
"Syf2",0.743083765178756,-0.00990442100351452,0.289,0.3,1
"Specc1l",0.743320093173111,0.198999243387655,0.189,0.185,1
"Cp",0.743599713739336,0.1087109560909,0.187,0.199,1
"Atp13a2",0.743749134466193,0.316358779400644,0.17,0.169,1
"Ice1",0.74419306761889,0.220430661108223,0.104,0.1,1
"Exosc3",0.745355080720427,0.232932134126674,0.115,0.111,1
"I830077J02Rik",0.745599068983891,-0.178381868339772,0.119,0.124,1
"Atad1",0.746122821264927,-0.0480686542788757,0.099,0.105,1
"Arid3a",0.746581145574281,0.101717632837837,0.119,0.126,1
"Uqcrq",0.747321862501995,-0.0387800586092311,0.656,0.655,1
"Ctdspl2",0.747326487153939,0.0603545874510711,0.104,0.111,1
"Pdlim5",0.747488544046465,0.243580775864082,0.108,0.103,1
"Dido1",0.74755516677597,0.0292747297172506,0.119,0.127,1
"Ddx23",0.747773768652962,0.190382718616231,0.117,0.112,1
"Cybc1",0.747993800516748,0.14389949926828,0.126,0.12,1
"Cd86",0.748256451271553,0.0816770941431488,0.447,0.482,1
"Imp4",0.749024900231615,-0.000235951055774786,0.11,0.116,1
"Larp1",0.749478127206399,0.00499779063070604,0.181,0.192,1
"Sar1a",0.749522963254952,0.0652153711756871,0.159,0.153,1
"Parp8",0.750809833087069,0.339757336586774,0.126,0.136,1
"Rps27a",0.750868817261377,0.0201475484930649,1,0.997,1
"Clcn4",0.752195356928164,0.1559233092729,0.147,0.142,1
"Bnip2",0.752279760734616,-0.11463178928351,0.332,0.341,1
"Wdr33",0.752739217611726,-0.0673959333307015,0.152,0.145,1
"Mak16",0.752856763131798,0.224252625144651,0.147,0.142,1
"Gmfb",0.753071636094646,0.276395288859967,0.152,0.15,1
"Gpr160",0.753115967203102,0.0658536667391678,0.123,0.118,1
"Dock2",0.753188877422045,0.192808846012489,0.3,0.301,1
"Mrps24",0.753303831567834,0.318672745807598,0.244,0.241,1
"Ndst1",0.753602204317745,-0.0241395471162784,0.132,0.139,1
"Epn1",0.754323500602095,0.168667783253521,0.315,0.323,1
"Psmd8",0.754442607291421,0.308707198310897,0.288,0.295,1
"Psmc3",0.754573475021734,0.172594022424971,0.311,0.307,1
"Ybx1",0.754721297331143,0.0239154537492663,0.958,0.951,1
"Aip",0.754876836857045,-0.0435134935650729,0.103,0.108,1
"Msn",0.755024737504611,0.0358794592715548,0.555,0.559,1
"Dynlt3",0.756355759337824,0.156451796375199,0.147,0.142,1
"Ms4a14",0.75723595362642,0.00148329385971047,0.123,0.128,1
"Set",0.757251651035941,-0.0868024482945133,0.615,0.603,1
"Ndufb3",0.75787611876644,0.0168962426700162,0.368,0.38,1
"Kdm5c",0.758362630853914,0.0766177242078692,0.103,0.097,1
"Nsmce1",0.758684455290994,0.188064502098531,0.13,0.126,1
"Spr",0.759768686162036,0.436716414177145,0.117,0.116,1
"Nudt3",0.759934173083886,0.194955304212614,0.112,0.108,1
"Mrpl35",0.760277863376992,0.0896932433860791,0.101,0.107,1
"Rin3",0.760398638787168,0.290096612497039,0.103,0.099,1
"Fcgr4",0.7605518540268,0.0735068943167249,0.19,0.199,1
"Chmp2a",0.761295917122983,0.0711797021773246,0.527,0.524,1
"Copz1",0.761320137916559,-0.0256414461712782,0.137,0.143,1
"Mrpl21",0.763084068215849,-0.00117271141373809,0.125,0.131,1
"Lrch4",0.763507856513759,0.0453214795428909,0.167,0.173,1
"Snx30",0.76403873372961,-0.0519642338138429,0.104,0.111,1
"Pgk1",0.764638452825438,0.087189285171336,0.172,0.181,1
"Nemf",0.764677584539079,0.0263447026831292,0.147,0.154,1
"Cd302",0.764843094791868,0.0647824856604752,0.306,0.318,1
"Sh3pxd2a",0.764856856689527,0.0249388812302622,0.108,0.103,1
"Gng12",0.765246068531642,0.236498331901526,0.119,0.128,1
"Mrpl18",0.765405306204974,0.274574690717179,0.19,0.191,1
"Klf2",0.765515951845691,0.105790385789487,0.35,0.35,1
"Ywhaz",0.765680942782395,-0.00514791463082376,0.753,0.714,1
"Eif4h",0.766344400271035,0.151941035968942,0.278,0.276,1
"Churc1",0.766472003721956,0.0744452902485931,0.179,0.188,1
"Atxn2",0.766669120233638,0.265965208003541,0.132,0.127,1
"Acp1",0.766674693749071,0.0702332558542275,0.189,0.196,1
"Pnn",0.767076006358394,-0.0486793155568794,0.269,0.28,1
"Synj2bp",0.767511215387281,0.107636542178655,0.11,0.105,1
"Tomm6",0.767976708381743,0.0374697616773848,0.473,0.476,1
"mt-Nd2",0.7688557393075,-0.0807298599107611,0.995,0.986,1
"Rac1",0.769493069008139,-0.0270168308275469,0.526,0.555,1
"Rpl7l1",0.769703332346349,0.210078060681125,0.185,0.18,1
"Rnase4",0.769735352104043,0.0734768079001722,0.434,0.43,1
"Ccdc47",0.770300391858364,0.0598253476590673,0.201,0.209,1
"Fip1l1",0.770605039467607,0.0440764848134207,0.178,0.186,1
"Man1c1",0.770773954370437,0.0574165430276404,0.168,0.176,1
"Slc31a1",0.771077132195219,0.230497065719235,0.103,0.111,1
"Slc9a3r1",0.772159419303882,0.361874036232718,0.137,0.135,1
"Golga7",0.772236819556811,0.206776173644635,0.119,0.126,1
"Hmgn2",0.773233903629633,0.0846704427072922,0.165,0.159,1
"Usf1",0.773794949292221,0.113744935030322,0.099,0.105,1
"Klhl24",0.773826196831639,0.319581986707521,0.212,0.214,1
"Ndufs8",0.774025723962847,0.186841947120446,0.242,0.258,1
"Keap1",0.774242053486156,0.24168273261674,0.101,0.108,1
"Gripap1",0.775082775010151,0.0651479253501002,0.13,0.138,1
"Clptm1l",0.775365498897808,0.103549610798316,0.17,0.168,1
"Etfa",0.775683669855508,0.0637190033863805,0.158,0.165,1
"Gtf2i",0.775686302168733,-0.0691524414928328,0.152,0.158,1
"Lsm12",0.776481443031477,0.0605257063798015,0.189,0.199,1
"Il11ra1",0.776661915159537,0.384313102619,0.112,0.109,1
"Mlec",0.776923731905728,0.171875076220532,0.203,0.199,1
"Mfsd12",0.777012700649106,0.131361745145217,0.103,0.097,1
"Dda1",0.777552006026342,0.00849307074329531,0.112,0.118,1
"Rogdi",0.777669970931166,0.0653748976943427,0.137,0.145,1
"Mesd",0.777786733990216,0.182066948653454,0.115,0.123,1
"Spi1",0.778647071830335,0.122066583105427,0.559,0.589,1
"Cd14",0.779042567257164,-0.0743094116651712,0.723,0.738,1
"Ptpn18",0.779189394635042,0.0161169220527277,0.7,0.718,1
"Rpl24",0.779557154774873,0.00992303275571604,0.993,0.986,1
"3830406C13Rik",0.779687375441266,0.239871581129958,0.125,0.122,1
"Sugt1",0.779835782439378,0.025671963785828,0.225,0.216,1
"Tpt1",0.781247814795638,0.011221925063623,1,0.999,1
"Zbtb38",0.781267323722151,0.196802771823966,0.126,0.123,1
"Faf2",0.7818344734593,0.136447662536478,0.119,0.126,1
"Bmp2",0.781909929761613,0.108735245202319,0.128,0.124,1
"Smn1",0.782143761607923,-0.0803994589001207,0.126,0.131,1
"Ube2v1",0.78236799616014,0.0552752546855563,0.179,0.172,1
"Anp32b",0.782507519119715,0.031493193028535,0.465,0.476,1
"Commd2",0.783005840669265,0.021080658144887,0.13,0.136,1
"Fam168b",0.783634316370741,-0.107493501288003,0.183,0.191,1
"Fxr1",0.78409206437753,0.0972713495081713,0.33,0.327,1
"Ypel5",0.784716834225592,0.22558421618131,0.141,0.149,1
"Myo1c",0.786445470861648,0.0518161842933416,0.117,0.123,1
"4632427E13Rik",0.787394349275244,0.160912201046783,0.145,0.141,1
"Anapc11",0.787496743332156,0.160947482401644,0.222,0.232,1
"Exoc6",0.788160655372218,0.177907226343821,0.143,0.139,1
"Ddx1",0.78854654579355,-0.0317993399676497,0.121,0.126,1
"Ndufs4",0.788847008467131,0.0353494486423904,0.203,0.212,1
"Ccnt2",0.790092443876054,0.0847600333453398,0.143,0.136,1
"Atp6v0d1",0.790399898993191,0.120258842767333,0.258,0.255,1
"Cirbp",0.791828942800773,0.0386893954514641,0.262,0.273,1
"Fmnl3",0.791896434977757,0.240490656126684,0.161,0.159,1
"Tmem33",0.7919724316957,0.0484959240320801,0.178,0.172,1
"U2af2",0.792391360421683,0.100777318332197,0.207,0.203,1
"Nup214",0.792438580666648,0.217125016918678,0.117,0.112,1
"Tars",0.793117963551603,0.349814012794103,0.108,0.105,1
"Yme1l1",0.793637330308067,-0.0894353563079647,0.187,0.193,1
"Gbf1",0.793899926165898,-0.0695567920902131,0.11,0.114,1
"Mrpl23",0.795014040259333,0.120064412638863,0.348,0.351,1
"Rbm7",0.795762353471247,-0.025494237622536,0.168,0.176,1
"Dnajb11",0.795829876827499,0.173296738672099,0.194,0.204,1
"Txndc15",0.796345963570857,0.163889640620211,0.139,0.135,1
"Akap13",0.796876652360691,0.209376964748104,0.462,0.477,1
"Slu7",0.797043502694104,0.046315769770418,0.132,0.138,1
"Ddx6",0.797240474518925,0.0775957837402022,0.418,0.415,1
"Apc",0.79847641177359,0.131555624794098,0.192,0.2,1
"1110059G10Rik",0.799246682465679,-0.125729702698642,0.119,0.124,1
"Apobec1",0.799306430298125,-0.0334723379879797,0.419,0.43,1
"Vkorc1",0.800685499894378,0.146625160000855,0.161,0.17,1
"Gmps",0.800716576448027,0.329110416717781,0.125,0.122,1
"Csnk1a1",0.801475264854622,0.102171676139034,0.571,0.564,1
"Dynll1",0.801535692361781,0.0162015781194889,0.808,0.762,1
"Dnajb6",0.801738626911656,0.0424876914997152,0.408,0.412,1
"Ppp4r3a",0.801800490301187,0.168364060195616,0.163,0.173,1
"Ehd4",0.801866431132052,0.00706719300379755,0.604,0.63,1
"Mrps26",0.803516813055991,0.314814371100491,0.137,0.136,1
"Smim7",0.804018065531536,0.00920975932315804,0.161,0.168,1
"Rcc2",0.804307590789632,0.010002728048813,0.163,0.169,1
"Kif1b",0.804393614876792,0.0198620133028239,0.201,0.211,1
"Mndal",0.80442298712177,0.156201776011169,0.299,0.301,1
"Dap",0.804745573177378,0.0486817974725973,0.137,0.134,1
"Eif4a1",0.804756546341136,-0.0170731793176797,0.661,0.642,1
"Idh2",0.804862594679231,0.10412972086286,0.22,0.214,1
"Mycbp2",0.805210796377264,0.034341324472388,0.566,0.573,1
"Emc6",0.80693697231115,0.215351647200184,0.178,0.176,1
"Mgl2",0.807139344242999,0.24782239911003,0.152,0.158,1
"Prelid1",0.807193129965642,0.128870873360197,0.258,0.261,1
"Dnajc3",0.808278814082452,0.00785827519133472,0.288,0.281,1
"Hypk",0.808791469514747,0.171215794089331,0.114,0.12,1
"Ebna1bp2",0.808868657557173,0.0640987969405018,0.143,0.138,1
"Twistnb",0.809015510185194,0.0784179391798827,0.163,0.172,1
"Dctn6",0.809045528420867,-0.0756811111484195,0.103,0.105,1
"Creb5",0.809188140157359,0.000727117583761039,0.203,0.208,1
"Akr1b3",0.809391471174929,0.276061014735187,0.218,0.219,1
"Mgat4a",0.809536233700015,-0.0254483350831581,0.223,0.231,1
"Itsn2",0.809683220590967,0.138711505477501,0.233,0.232,1
"H2-Ke6",0.810278182910288,0.0910178042917862,0.103,0.108,1
"Pdcd2l",0.810392312591586,0.103553267543036,0.165,0.162,1
"Erg28",0.811800629028665,0.197122905488983,0.095,0.1,1
"Cdk4",0.811976183472932,0.27596564443856,0.17,0.169,1
"Ccl6",0.812167332772772,0.141407079429046,0.273,0.286,1
"Glod4",0.812583809630246,0.267342755478512,0.119,0.116,1
"Abcd1",0.813013765971812,0.104270660185086,0.117,0.122,1
"Selenom",0.813705000580015,0.458337471607757,0.123,0.131,1
"H2afj",0.813888101200794,0.133032958018335,0.403,0.404,1
"Mknk1",0.813966804609001,0.0356687191026748,0.139,0.145,1
"Jak1",0.814462845039101,0.0951452654772713,0.374,0.397,1
"Ssbp1",0.814811633075362,0.2018847802318,0.249,0.251,1
"Myl12b",0.815620867393266,0.0105047365487076,0.56,0.574,1
"Ms4a7",0.815711240401547,0.0188111701263294,0.83,0.861,1
"Galnt11",0.815742961785889,0.0610003936937298,0.121,0.127,1
"Emc3",0.815837298213702,0.0683299046343726,0.187,0.196,1
"Sod2",0.816328958076309,0.101937495203526,0.238,0.232,1
"Hdgf",0.816392881244363,0.140423982615425,0.229,0.241,1
"Rtn4",0.816404749275043,0.0987488317935099,0.634,0.689,1
"Pcyt1a",0.816684997204579,-0.0200937077221662,0.161,0.168,1
"Snapin",0.81682017453204,0.0956099238261132,0.123,0.128,1
"Irf3",0.817656253987094,0.114154022947417,0.117,0.115,1
"Stard8",0.818415731555442,-0.0769728876975895,0.119,0.123,1
"Rps6",0.818745298152754,0.0500380298150445,0.98,0.976,1
"Ogfr",0.819303678178833,0.177911779254579,0.13,0.126,1
"Dclre1c",0.819384041404597,0.00976373510041484,0.187,0.193,1
"Krcc1",0.820194387591068,0.0427434505851742,0.271,0.282,1
"Tecr",0.820461833807679,0.234746977892992,0.242,0.243,1
"Fam114a2",0.822053597668701,0.0583503509077883,0.159,0.165,1
"Hmgcl",0.822208762140411,0.236380723097611,0.163,0.173,1
"Akirin1",0.822882585431018,0.114484099576891,0.209,0.219,1
"2310009A05Rik",0.823714226301193,0.158415197790764,0.117,0.115,1
"Vbp1",0.823995652857534,0.0141226235154617,0.104,0.1,1
"Zfp330",0.82418871293518,0.182843305542275,0.126,0.123,1
"Elmo1",0.824290974139709,0.214572903455691,0.273,0.299,1
"Mrpl30",0.825093112662879,0.18813165502126,0.222,0.222,1
"Cdc42se2",0.826268053560058,0.0985817507048412,0.229,0.226,1
"Cbx3",0.82634187969396,-0.0626067428655096,0.234,0.239,1
"Mob4",0.827387683108759,0.0269618138650691,0.145,0.149,1
"Ptbp3",0.82880510820483,0.16087734056222,0.467,0.478,1
"Rps24",0.828855756403811,-0.0137207283605596,1,0.997,1
"Ddx27",0.829242002127583,-0.00705649475051895,0.112,0.115,1
"Arhgdia",0.829271302983217,0.0351454675202609,0.516,0.534,1
"Atad2b",0.829594038103586,0.156733014047687,0.148,0.155,1
"Bin2",0.829681256499862,0.11172414692108,0.227,0.226,1
"Lmo4",0.829700515837227,0.144135603305367,0.234,0.247,1
"Gabarapl1",0.829720003867956,0.111511608593359,0.141,0.146,1
"Rbm5",0.829798507975705,0.114506198587265,0.315,0.326,1
"Pnrc1",0.829964204220071,-0.0820287900336951,0.821,0.796,1
"Mpv17l2",0.830123094611639,0.0416985558763767,0.095,0.1,1
"Psmc2",0.830403563842519,0.141701852371314,0.185,0.192,1
"Cnot2",0.830797567965652,0.103867997497863,0.137,0.145,1
"Arl8a",0.831182128255874,0.0967331495238549,0.194,0.199,1
"Cd37",0.831956693096097,0.0574272789845364,0.258,0.254,1
"Lamtor2",0.832577167047713,0.184136529490453,0.357,0.373,1
"Polr2b",0.83335876936634,-0.0463157043099711,0.103,0.099,1
"Dmtf1",0.833373609709589,0.174450765731253,0.123,0.122,1
"Emg1",0.834307947547445,-0.00355776715934886,0.192,0.186,1
"Rac2",0.835013208832474,0.138430106912357,0.311,0.315,1
"Dock11",0.836170005643433,0.209469719481012,0.119,0.116,1
"Anp32a",0.83628245820038,0.0847838890499659,0.344,0.366,1
"Pigp",0.836595903235349,0.130452978307471,0.147,0.143,1
"Znrd1",0.836702822215174,0.192303305996771,0.158,0.155,1
"Cisd2",0.836811456714393,0.152534151947572,0.205,0.204,1
"Rasa2",0.836925728703867,0.100821781241038,0.117,0.122,1
"Tmx4",0.836950138491859,0.187711321577487,0.185,0.182,1
"Sfpq",0.83703749444509,-0.086309476896272,0.513,0.514,1
"Rhoh",0.837740889402556,-0.191796815265269,0.159,0.157,1
"Suclg2",0.83796973052409,0.016029033702319,0.108,0.104,1
"AI413582",0.838386950224236,0.206568173416189,0.147,0.146,1
"Prrc2b",0.838630227711033,-0.000104071806684147,0.201,0.209,1
"Gdi2",0.838671686757762,0.0401489360487326,0.601,0.609,1
"Dars",0.839136102809684,-0.046130844252013,0.117,0.122,1
"Uqcc2",0.839373266865794,0.206225473381996,0.222,0.224,1
"Sptlc2",0.839692443768516,-0.0744376068726614,0.201,0.205,1
"Prex1",0.839788019638993,0.141506629578599,0.286,0.289,1
"Ddx54",0.839815313360237,0.091010708291974,0.163,0.161,1
"Sub1",0.839912122867326,0.0093652510804878,0.802,0.789,1
"Ssh2",0.839977321524037,0.0783689606403863,0.386,0.385,1
"Tm6sf1",0.840381761490407,0.0401243813647827,0.326,0.331,1
"Bub3",0.840431844163024,0.266241096824869,0.179,0.18,1
"Ly96",0.840712122108676,0.126770090203617,0.172,0.17,1
"Prkacb",0.840735215549935,0.170741447562484,0.185,0.184,1
"Vsir",0.8412616461935,0.0825566758269318,0.432,0.441,1
"Tomm20",0.842219450617395,0.15842863849172,0.403,0.416,1
"Tacc1",0.842740982207342,0.114439686333009,0.332,0.341,1
"Upf1",0.842776930138647,0.148007967707539,0.101,0.105,1
"Setd5",0.843203970884409,0.0923811030670204,0.152,0.149,1
"Dok1",0.843682008492977,0.101283130948616,0.123,0.119,1
"Hsp90b1",0.844391842165787,0.00684634208704482,0.921,0.892,1
"Vcp",0.84442549717249,-0.037120290913363,0.511,0.515,1
"H2afv",0.84453968676719,0.148050132915272,0.205,0.205,1
"Psmd7",0.844844179853203,0.156303170949926,0.242,0.241,1
"Ogfrl1",0.845161775736828,0.0317013595314519,0.209,0.216,1
"Kmt2d",0.845589017312443,0.14348655508103,0.101,0.105,1
"Ubac2",0.845813382061859,0.207875066908754,0.097,0.101,1
"P2rx7",0.846166332823391,-0.0335559920687427,0.156,0.159,1
"Rchy1",0.8469267120711,0.14874499460139,0.123,0.13,1
"Ifrd1",0.847305306971621,-0.0575297118060989,0.394,0.391,1
"Syncrip",0.847679530779062,0.0781693645433624,0.26,0.268,1
"Zfp36l1",0.848158013242923,-0.00645511098548601,0.729,0.758,1
"Ino80d",0.848205847021915,0.0958628692552296,0.15,0.158,1
"Khdrbs1",0.849046758264744,0.0327279262231649,0.299,0.309,1
"Cetn3",0.849145934155544,0.284990126875702,0.223,0.226,1
"Tifab",0.850809083268879,0.149674800935573,0.176,0.185,1
"Iscu",0.851006594524774,0.155533055459041,0.275,0.291,1
"Pnkd",0.851301073144233,0.146563609431286,0.15,0.157,1
"Snrpb",0.851390662115913,0.0793935877936891,0.445,0.461,1
"Shoc2",0.851818239887631,-0.0336264180491395,0.141,0.143,1
"S100a13",0.851913389536265,0.241808148664602,0.245,0.257,1
"Snapc5",0.851988899579303,0.143182152842214,0.216,0.227,1
"Dcaf11",0.852458065894273,0.20205775618074,0.136,0.141,1
"Camk2d",0.85264143205714,-0.05764489891175,0.256,0.254,1
"Pdrg1",0.852897774199056,0.179532558657264,0.103,0.108,1
"Fkbp1a",0.853198231147728,-0.0137229964237622,0.266,0.268,1
"Emc2",0.853678686805918,0.145082610924675,0.143,0.149,1
"Map2k1",0.853809298729964,0.00938420344530533,0.11,0.112,1
"Itga4",0.853997903809694,-0.107921526216291,0.222,0.218,1
"Nckap1l",0.85409536410455,0.152441070235006,0.359,0.374,1
"Ubxn2a",0.854130656309977,0.00548694179487863,0.097,0.1,1
"Mef2c",0.854141792628498,0.0217451450687305,0.654,0.672,1
"Sfmbt1",0.854338624755873,0.0739306108692361,0.115,0.122,1
"Pilra",0.855454648061077,0.0818800809535658,0.159,0.157,1
"Larp7",0.855488913759844,0.198566612713822,0.121,0.119,1
"Golm1",0.856153495620243,0.133849403369581,0.108,0.105,1
"Pbxip1",0.856647892635547,0.161951971589699,0.187,0.196,1
"Sec14l1",0.857234757018505,0.0598289276631744,0.306,0.304,1
"Lars",0.857336789652985,0.161086577663761,0.137,0.136,1
"Rae1",0.857585353118993,0.188215279305081,0.101,0.097,1
"Snrpd2",0.857676283524054,0.217143105831771,0.291,0.299,1
"Acp2",0.857868578998478,0.154850029618512,0.229,0.227,1
"Sppl2a",0.858123886917858,0.0531704388186411,0.317,0.327,1
"Max",0.858408478837702,-0.0527723109965554,0.121,0.126,1
"Rab8a",0.858639302848057,0.183271580359601,0.198,0.197,1
"Pura",0.859505597425883,0.036122057462941,0.293,0.285,1
"Dek",0.859512421819847,0.144933412059498,0.407,0.414,1
"Pja2",0.85997966215411,-0.0232829190536086,0.13,0.134,1
"Tax1bp3",0.860883473431739,0.0559402964398512,0.117,0.122,1
"St8sia4",0.861450521582167,0.0646956252242724,0.214,0.22,1
"Prkcsh",0.861600409887584,0.28416600961668,0.125,0.124,1
"Trappc10",0.86182959292878,0.0731214805606064,0.139,0.145,1
"mt-Nd4",0.862511099351984,-0.0963844900127215,0.998,0.995,1
"Cdc34",0.863045522358716,0.122581410104941,0.106,0.109,1
"Dctn4",0.863194080383679,0.215774043897424,0.244,0.25,1
"Tnfaip8",0.863320126850414,0.0736998112673228,0.419,0.434,1
"B4galt6",0.863436749333572,0.0878568707528488,0.2,0.199,1
"Rnf20",0.86422453078509,-0.00364096154287386,0.128,0.131,1
"Uba1",0.864403926988022,0.0540948177664762,0.189,0.185,1
"Emd",0.865071611544889,0.159283145526022,0.212,0.22,1
"Smim19",0.865215267951696,0.140587797457469,0.103,0.1,1
"Rbm33",0.866126496987304,0.171973548109186,0.134,0.134,1
"Clcc1",0.866436665712939,0.229834161774981,0.103,0.107,1
"Rps6ka1",0.866775017325082,0.0497340886209974,0.236,0.243,1
"Emsy",0.867040022702486,0.124407659399494,0.117,0.115,1
"Klhl6",0.868069179869768,0.152289175874595,0.207,0.207,1
"Aif1",0.868277745000152,0.00921999331951096,0.74,0.781,1
