"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gigyf1",0.597201992246026,-0.0774481161375404,0.108,0.118,1
"Qdpr",0.597390014298152,-0.0913511064623855,0.115,0.124,1
"Usp15",0.597620841586939,0.162654114641841,0.189,0.181,1
"Heca",0.597720171054493,0.145490283161387,0.104,0.096,1
"Itpripl2",0.598349772569489,0.018606687709226,0.212,0.224,1
"Ramp1",0.599191981203029,-0.0275376169858168,0.284,0.301,1
"Mrpl3",0.599203195347519,0.0413644616418953,0.099,0.109,1
"Irf2",0.59948206188385,0.0979329899242509,0.353,0.343,1
"Gmfg",0.599594982389499,0.0476420945728367,0.375,0.407,1
"Tgoln1",0.599755307245623,0.115392494983329,0.31,0.3,1
"Bud31",0.599926827647103,0.295404124025228,0.172,0.166,1
"Vps13b",0.599967553164324,-0.123246856537548,0.11,0.119,1
"Chmp2b",0.600190272240924,0.262519126884489,0.136,0.127,1
"Tnfrsf13b",0.600324339441714,0.0268629635272959,0.194,0.212,1
"Msrb1",0.601140885007796,0.269458596958226,0.185,0.176,1
"Rsrc2",0.601488801240409,-0.0173273026622141,0.366,0.381,1
"Rnf166",0.602382122558422,0.269619830628941,0.11,0.101,1
"Cbx1",0.602516701054479,0.247612093494528,0.256,0.249,1
"2900097C17Rik",0.602892250408287,0.372642781712194,0.22,0.211,1
"Prrc2c",0.603112774722685,-0.0269388183964101,0.689,0.678,1
"Pnrc2",0.60340770835925,0.0400777493651907,0.168,0.182,1
"Heatr5a",0.603592742898254,0.103850963575701,0.104,0.116,1
"Lyrm2",0.60373201166857,0.165093848391919,0.115,0.107,1
"Smchd1",0.60426529673703,0.0966291242119939,0.258,0.272,1
"Eprs",0.604437011040396,-0.0758617679843922,0.214,0.226,1
"Xpo1",0.604812539844366,0.160434784404648,0.132,0.123,1
"Mprip",0.60557865565936,0.208935967780048,0.117,0.108,1
"Pikfyve",0.605632072303903,0.210317496705489,0.115,0.108,1
"Crebrf",0.605886203203613,0.272534407309487,0.222,0.212,1
"Ppp4c",0.606349710227033,0.054091868784091,0.181,0.193,1
"Mrps9",0.606941112369645,0.564332071844839,0.104,0.099,1
"Psmd12",0.607061487075618,0.0842794670302783,0.223,0.241,1
"Nfkbid",0.607081948168303,0.14164462338941,0.251,0.247,1
"Rala",0.607239266477996,0.300170062143451,0.238,0.232,1
"Grn",0.607547278706081,0.123681478005965,0.648,0.658,1
"Rapgef6",0.607571676645594,0.00735787807821901,0.253,0.269,1
"Arih1",0.607826407528107,0.115202440862302,0.143,0.157,1
"Mga",0.607965721249166,0.0480304271890197,0.161,0.174,1
"Nkap",0.608786414454219,0.311997713332176,0.112,0.104,1
"Atp5l",0.608841490231363,-0.0157840099867288,0.885,0.851,1
"Ntpcr",0.609442116035927,0.159658455926093,0.348,0.351,1
"Rps13",0.609490606112864,0.058421976946688,1,0.996,1
"Hcfc1",0.609817819451292,-0.0721386013909824,0.115,0.126,1
"Asna1",0.610062212602464,0.361431535696412,0.101,0.095,1
"Use1",0.610365520379083,0.148824652014342,0.386,0.382,1
"Ctbp2",0.611052240171657,0.392725772754367,0.128,0.122,1
"B3gnt8",0.611139679115601,-0.000925770559436323,0.112,0.123,1
"Fam89b",0.611240506555127,0.19491973000346,0.165,0.182,1
"Marc2",0.611396773846625,0.0282484144813374,0.207,0.22,1
"Ppp2ca",0.61288772290469,0.068595640224195,0.326,0.323,1
"0610010K14Rik",0.613564915332028,0.409650187204261,0.174,0.17,1
"Lsm14a",0.613753256553028,0.23967435770125,0.17,0.162,1
"Snhg12",0.614805997892489,-0.194459296280443,0.134,0.143,1
"Sh3gl1",0.61497450640341,-0.0182424328261057,0.125,0.135,1
"Ncbp2",0.616913664822264,0.288944626946423,0.126,0.119,1
"Lsm6",0.617407462750152,0.26444012848026,0.17,0.188,1
"Ptpn6",0.617574282842527,0.0992112209895915,0.441,0.455,1
"Dusp22",0.617836803865514,0.279724689817888,0.11,0.103,1
"Hmgb1",0.61809631617919,0.0396493366864483,0.916,0.881,1
"Psmd3",0.618948759226795,0.330055185449053,0.125,0.119,1
"Tial1",0.618957881915106,-0.0965394844219225,0.139,0.147,1
"Med28",0.619709181037424,0.266199866617903,0.242,0.238,1
"Grk3",0.619773391587663,0.00989319573101421,0.143,0.151,1
"Cd47",0.61979200384822,-0.00674041869455144,0.597,0.597,1
"Rbck1",0.619962392567773,-0.107965362097673,0.104,0.112,1
"Wbp2",0.620092219579603,-0.0579957978774545,0.174,0.186,1
"Osbpl8",0.620585257906972,0.0818969366104814,0.132,0.145,1
"Lnpep",0.620957491962357,-0.0847852214412763,0.266,0.276,1
"Efhd2",0.622085436495272,-0.0311194697733055,0.621,0.649,1
"Washc3",0.622135420851623,0.0132360363923447,0.106,0.118,1
"Trappc6b",0.622391481009934,-0.0146645748505788,0.2,0.214,1
"Adam9",0.623102709997244,-0.0502328879423739,0.095,0.104,1
"Timm23",0.623117371298545,0.149369258830767,0.183,0.199,1
"Nxf1",0.624203413099648,-0.082235831090228,0.093,0.101,1
"Tm9sf4",0.624516744112502,0.0821235632889,0.159,0.173,1
"Bcl2",0.624527819645881,0.137755531127677,0.092,0.101,1
"Mllt10",0.624795517800464,0.251553072450749,0.156,0.149,1
"Ddx39b",0.625102485732977,0.0516924714453307,0.227,0.247,1
"Stk11",0.625561132744653,0.282836896183077,0.143,0.135,1
"Commd4",0.62560165907448,0.211943927082813,0.145,0.136,1
"Pla2g15",0.62577125761534,0.255718461531593,0.264,0.262,1
"Mvp",0.626073984903439,0.111836294406057,0.158,0.169,1
"Sra1",0.626728329570467,0.254784511566995,0.198,0.192,1
"Kdm7a",0.62733153748152,0.0932425069367642,0.229,0.223,1
"Cct5",0.627452998195992,0.0441698114999251,0.269,0.288,1
"Gadd45gip1",0.627628190971425,0.131397617163781,0.137,0.128,1
"Blmh",0.628726954731167,0.46702890324401,0.123,0.115,1
"Cnot6",0.628756697458716,-0.301598363789696,0.112,0.12,1
"Ran",0.628827827352562,0.10323441663511,0.381,0.37,1
"Psme2",0.629313575048292,0.172469724363194,0.366,0.361,1
"Jmjd1c",0.629887357308851,0.200030547716508,0.419,0.428,1
"Pld4",0.630220201877849,-0.0297731465460722,0.555,0.599,1
"Fundc2",0.630601290747602,-0.0741260210964352,0.174,0.184,1
"Lamtor1",0.63207959941384,0.0816001648204363,0.39,0.418,1
"Setd1b",0.632868084212314,0.157748104428189,0.123,0.115,1
"Csnk1e",0.632936361462514,0.103544781319358,0.244,0.232,1
"Sp110",0.633396574802623,-0.0176382239496704,0.152,0.162,1
"Ucp2",0.633716655504059,0.0740113329226872,0.639,0.65,1
"Tmem86a",0.634169087407496,0.195896094316843,0.267,0.268,1
"Kdm3b",0.634682640788187,0.220215025203672,0.119,0.111,1
"Dnmt3a",0.635460137759106,-0.0628564613142145,0.225,0.236,1
"Cd164",0.635969763086355,0.0240861170076883,0.218,0.231,1
"Hspa14",0.636142452985853,-0.00808586394108146,0.095,0.104,1
"Itprid2",0.636730408490857,-0.14114664887616,0.108,0.115,1
"Spen",0.637128310853154,0.0759540691980038,0.139,0.13,1
"Herc1",0.637272149117608,-0.0449834547878343,0.183,0.193,1
"Nt5c",0.637590074227075,0.224690089473441,0.163,0.18,1
"Cab39",0.6381487784976,0.125292884719711,0.203,0.193,1
"Anp32e",0.639442259093579,0.0844179574998813,0.255,0.246,1
"Tgfb1",0.6399736867673,-0.0423396134725085,0.394,0.409,1
"Nsf",0.640163718022782,0.101012455654837,0.106,0.115,1
"Mast3",0.640410143546577,0.150108930185813,0.121,0.114,1
"Vwa5a",0.640803565589077,0.298490043788262,0.2,0.192,1
"Mrfap1",0.640923626567659,0.141943183007814,0.441,0.446,1
"Stat1",0.641003790673268,0.0117200415144161,0.22,0.238,1
"Thoc2",0.641149927423343,0.00527567678124496,0.273,0.288,1
"Upf3a",0.641895176921199,0.210539967469577,0.141,0.134,1
"Rps19bp1",0.642076893490321,0.361898700134857,0.13,0.124,1
"Bcor",0.642356538654449,0.294402292794476,0.108,0.101,1
"Fdx1",0.642500598229716,0.0855494683000051,0.095,0.105,1
"Rap1a",0.643211445409994,0.187155998142229,0.44,0.442,1
"Blvra",0.643553588931304,-0.0576835714761426,0.192,0.204,1
"Sptssa",0.643909287622087,0.054525726163684,0.353,0.341,1
"Mrpl48",0.644293292194796,-0.0368787214915822,0.167,0.174,1
"B4galt1",0.64430728043901,0.0817635328394852,0.139,0.151,1
"Ccnh",0.644687369340627,-0.0565472330684265,0.095,0.103,1
"Anapc16",0.644688855648444,0.0396731839161659,0.152,0.162,1
"Ak2",0.644956688418628,0.0677631920866668,0.178,0.192,1
"Ehmt1",0.645359321004523,0.240647458549418,0.128,0.122,1
"Dpf2",0.645466053055645,-0.000751482434711903,0.092,0.1,1
"Hivep1",0.645980384959326,0.120995063631216,0.112,0.104,1
"Eif2s1",0.645992062517579,0.137394434444664,0.198,0.211,1
"Pdcd4",0.64613697746327,0.279416227699549,0.17,0.164,1
"Micos10",0.646671068866981,0.0643896955326495,0.364,0.353,1
"Usp2",0.647033802881469,-0.0451064632187945,0.117,0.126,1
"Gng5",0.647222532550565,0.0356767481373024,0.857,0.816,1
"Nipbl",0.647446142446162,0.106647045845234,0.39,0.386,1
"Gak",0.648026058111037,0.0296489504058062,0.137,0.149,1
"Cers2",0.648450145162024,0.0490224960040342,0.176,0.188,1
"Fcgr3",0.648621882806527,-0.021568300590818,0.559,0.601,1
"Mtpn",0.648854937653102,0.134549686046209,0.28,0.272,1
"Serpinf1",0.648912379939994,0.0417540105311214,0.119,0.13,1
"Dnajc1",0.649433766751552,0.1581016263369,0.172,0.186,1
"Napg",0.649954461869177,0.0726156655934731,0.103,0.095,1
"Dag1",0.650035556771209,-0.095212401153085,0.101,0.092,1
"Rnf114",0.650046124885751,0.152496191532757,0.112,0.104,1
"Rnf5",0.650451047222243,0.115642136273979,0.108,0.118,1
"Sesn1",0.650605059270585,0.0044061580693161,0.194,0.207,1
"Trem2",0.651329214473749,0.0208057070059056,0.599,0.646,1
"Actn4",0.651838785431954,0.0709670423757347,0.178,0.195,1
"Zcchc8",0.651939979868303,0.416792629566249,0.114,0.107,1
"Magoh",0.652245626521202,-0.0310201198229374,0.194,0.207,1
"Samm50",0.652256060087546,0.101394421389094,0.158,0.169,1
"Pdlim4",0.652416443369773,0.0196577378783387,0.137,0.149,1
"Tmcc1",0.652580465190494,-0.0124229252081741,0.196,0.207,1
"Col4a3bp",0.652917420820152,0.271093374700676,0.125,0.118,1
"Rbbp4",0.653007778423585,0.261184252252737,0.251,0.249,1
"Phip",0.653625895483801,-0.0186048379200604,0.225,0.235,1
"Gng2",0.653699783770077,0.0086891570087537,0.295,0.311,1
"Tap1",0.653738282205379,-0.039966734551355,0.159,0.169,1
"Lrrfip2",0.654578134088409,0.357314978772994,0.119,0.112,1
"Arhgef12",0.655216291201063,-0.161129271222494,0.123,0.131,1
"Psma6",0.655293543208598,0.222047655947879,0.249,0.246,1
"Rnpep",0.655457502039293,0.200640777381923,0.176,0.192,1
"Inpp4b",0.655870667820889,0.303916895835809,0.112,0.105,1
"Exoc4",0.656589375114688,0.0234982724982034,0.104,0.114,1
"Haus8",0.656947603845212,-0.146769730093953,0.101,0.109,1
"Ube2b",0.657115490278682,0.127448882687827,0.396,0.4,1
"Gm16286",0.657291154479023,0.10324048176674,0.223,0.215,1
"Nfkb2",0.657393785659985,-0.228253313949726,0.152,0.161,1
"Egln2",0.65821441596667,0.397355282898713,0.112,0.107,1
"Phf11d",0.658622071356902,0.0890591899875419,0.112,0.105,1
"Arih2",0.659196617124357,0.20223472686149,0.141,0.134,1
"Cebpb",0.659340011049249,-0.0624230183065819,0.637,0.65,1
"Smagp",0.659810047543083,0.110055315396375,0.223,0.241,1
"Cic",0.659861470544642,0.0145807124221868,0.148,0.158,1
"Dnajc7",0.659912756721236,0.129542540594188,0.255,0.27,1
"Ppp2r5e",0.660010116900282,0.137234032762601,0.101,0.093,1
"Irf7",0.660623120718014,-0.0363399466041983,0.126,0.119,1
"Ehd1",0.660849896960524,0.402497933504638,0.145,0.141,1
"Ankrd44",0.66131896402487,-0.0676590298816165,0.174,0.184,1
"Ykt6",0.66186612847394,0.195850812791232,0.108,0.119,1
"Lap3",0.662901598575215,0.128187062203671,0.205,0.22,1
"Pcnt",0.66315134740143,-0.0225910339726827,0.093,0.101,1
"Tspo",0.663360223139377,0.183664471143425,0.418,0.427,1
"Dync1li2",0.663670968242914,0.36798084282243,0.123,0.116,1
"Nsmce2",0.664368574626824,0.177929469537788,0.123,0.134,1
"Prpf38b",0.66438277007503,0.136362706201581,0.348,0.345,1
"Rap1b",0.664740093554956,0.0430621856783027,0.549,0.595,1
"Appl1",0.665130017666861,0.155158266977346,0.141,0.131,1
"March5",0.665357683170539,0.189462243405294,0.174,0.165,1
"Ccl8",0.665635393802132,-0.323479594507927,0.156,0.146,1
"Rnf13",0.666088375481344,0.254834984335242,0.266,0.266,1
"Acadm",0.666458100530681,-0.082259395244906,0.194,0.182,1
"Nt5c2",0.666858202153573,0.365756977307764,0.117,0.112,1
"Smg6",0.666922889275201,0.204014165867399,0.137,0.131,1
"Hmg20b",0.667246550259094,0.192858040439492,0.178,0.172,1
"Itgb5",0.667419614304184,-0.0508799685887833,0.524,0.532,1
"Nktr",0.667594161732636,0.099404856880582,0.317,0.338,1
"Acox3",0.667802177287968,-0.0818932046821195,0.115,0.123,1
"Osgep",0.668243483432048,0.319559848894002,0.152,0.147,1
"Atp1b3",0.668323452442056,-0.00942145768658938,0.289,0.304,1
"Cyp27a1",0.668865218189319,0.293000194023775,0.132,0.126,1
"Btbd1",0.668936601997205,0.129406867272142,0.121,0.131,1
"Ppp1cc",0.669558964955496,0.162604236983105,0.249,0.245,1
"Mcfd2",0.669842785883987,0.0611532839096539,0.15,0.162,1
"Zmym5",0.670010380397954,0.105650065110556,0.121,0.112,1
"1810026B05Rik",0.6700830322753,0.197165802111227,0.148,0.142,1
"Pik3ca",0.670326406958038,0.372385837545847,0.119,0.115,1
"BC005624",0.670592924655193,0.0883853515104271,0.196,0.185,1
"Acbd3",0.670779970476942,0.0105671373827618,0.189,0.2,1
"Ttc14",0.670882961647593,0.0317194002003277,0.236,0.253,1
"Rabgap1",0.671025303072374,0.168760344807574,0.104,0.114,1
"Hnrnpr",0.671247966483773,0.220355873613732,0.22,0.215,1
"Rcn2",0.671290906675848,0.337030722489962,0.136,0.131,1
"Ccdc50",0.671369438164793,0.0436442536270588,0.333,0.357,1
"Atp5j2",0.671527111569729,-0.0982747906791137,0.747,0.73,1
"Atp6ap2",0.671884789399007,0.0886688659313949,0.344,0.369,1
"Atox1",0.672017987027717,-0.0190778247079111,0.94,0.919,1
"Hp1bp3",0.672813812973824,0.118572623426768,0.311,0.304,1
"Tns3",0.673406692679412,-0.0104912773346388,0.2,0.211,1
"Hadha",0.673472148117409,0.195550392981039,0.225,0.243,1
"U2af1",0.67350628101522,0.349197318067652,0.212,0.209,1
"Naa50",0.673571956806199,0.186035357489142,0.192,0.186,1
"Fkbp15",0.673662317456195,0.0109178516612057,0.172,0.184,1
"Pisd",0.673663353397404,0.13181702627276,0.115,0.126,1
"Znhit1",0.673897503545684,0.0149314627285265,0.194,0.204,1
"Tspan31",0.674093931987329,0.0533438996102934,0.163,0.173,1
"Ppp3ca",0.67440450730456,0.0774487417490396,0.348,0.343,1
"Strn3",0.674451058543018,0.157811285685431,0.172,0.185,1
"Ier3",0.674525643324448,-0.0990201988266994,0.617,0.636,1
"Vamp8",0.675004186054778,0.139631904561012,0.59,0.607,1
"Snrpc",0.675023548952161,0.0259587542295755,0.187,0.2,1
"Cbfb",0.675039926453604,-0.0222762611996765,0.108,0.116,1
"Irak2",0.675052234582556,-0.0373042520294029,0.099,0.105,1
"Dhrs1",0.67539619186992,-0.207573237539898,0.112,0.119,1
"Gpbp1",0.675613091799732,0.280901832684025,0.211,0.207,1
"Ube2v2",0.676821179194544,-0.112963015580908,0.128,0.135,1
"Ctr9",0.676941810991073,0.200231013921708,0.106,0.116,1
"Plaat3",0.677142934490859,0.166178024692601,0.189,0.182,1
"Ap1b1",0.67735701031862,0.0540822259510404,0.167,0.181,1
"Emc4",0.67749519306984,0.089413251201125,0.11,0.12,1
"Stx8",0.678985654958059,0.139555790424794,0.15,0.143,1
"Cul1",0.679690077739733,0.171670143685189,0.271,0.265,1
"Kdm1a",0.679877016389354,0.307767515627431,0.178,0.173,1
"Mib1",0.680260204387446,0.0940422615631429,0.136,0.147,1
"Tprgl",0.68041342322694,0.303227792932866,0.168,0.162,1
"Txndc17",0.680427978743273,0.204291505095633,0.352,0.362,1
"Lncpint",0.681086241844513,0.122149147006769,0.115,0.123,1
"Ubr2",0.681398903183654,0.0985564536624306,0.185,0.178,1
"Kansl1l",0.681511055521632,-0.0205249970496333,0.154,0.164,1
"Gpr183",0.682648216418627,-0.0391378009834946,0.421,0.457,1
"Cep290",0.683014959435233,0.0948089648949308,0.097,0.105,1
"Mid1ip1",0.683234057871667,0.0114951552938609,0.11,0.118,1
"Rtraf",0.68336361342682,0.191068311541055,0.339,0.341,1
"Ube2d2a",0.68349340292746,0.0776166705022221,0.357,0.378,1
"Wdr44",0.683834471214151,0.519055583877862,0.112,0.108,1
"Copa",0.684185231441301,0.0882189719105352,0.234,0.228,1
"Tmem141",0.684507849322419,0.186452930301279,0.13,0.124,1
"Phax",0.684914275190038,0.0795387432281702,0.141,0.151,1
"Plekhj1",0.685609758147389,0.160884870520331,0.212,0.201,1
"Chtop",0.685669271035881,-0.0706297513249465,0.143,0.151,1
"Suclg1",0.685800015207276,0.457872044868459,0.161,0.158,1
"Kbtbd2",0.686410035228874,-0.131368879682273,0.093,0.1,1
"Txndc16",0.686921220075124,-0.0197051490311122,0.112,0.119,1
"Irf2bpl",0.687225382512643,0.15212815092924,0.2,0.195,1
"Lin7c",0.687684007112581,0.0669420218663201,0.128,0.138,1
"Rbbp7",0.688631687727532,-0.0246418362361829,0.185,0.196,1
"Neu1",0.68951483705466,0.0582194134516646,0.196,0.189,1
"Bsdc1",0.689789710003593,0.342660382475192,0.11,0.104,1
"Parp2",0.689800857360349,0.0406184839046155,0.145,0.155,1
"Magt1",0.689890462444146,0.240307392074597,0.214,0.211,1
"Pdcd10",0.689986741812544,0.239541869629651,0.31,0.312,1
"Rexo1",0.68999046172161,-0.00293331487988135,0.126,0.136,1
"Trps1",0.690057002870769,0.000438374193198893,0.28,0.286,1
"Nfe2l1",0.691251173352906,0.212056510942405,0.231,0.226,1
"Washc4",0.691261100185084,0.132125637717299,0.163,0.155,1
"Mcur1",0.691593008271667,0.117217878190327,0.154,0.164,1
"Rbm3",0.691824948929266,-0.0561173315901426,0.806,0.772,1
"Uqcrc1",0.693935796656963,0.229290392185409,0.194,0.189,1
"Bax",0.694027722795835,0.210086708817321,0.295,0.295,1
"Cd63",0.694206550871032,0.0277580994821207,0.72,0.738,1
"Trappc1",0.694742297397532,0.044100714259338,0.183,0.192,1
"Ate1",0.694763964783289,0.222509494656096,0.139,0.134,1
"Msl3",0.695223750325248,0.141028504822855,0.134,0.143,1
"Lmo2",0.695331613564798,0.119668506255544,0.375,0.374,1
"Arl8b",0.69537573253891,0.0665403014147116,0.167,0.178,1
"Cops6",0.695551199301182,0.18343771112934,0.187,0.18,1
"Msmo1",0.696113993778546,-0.196490612580298,0.106,0.112,1
"Phf14",0.696449518588914,0.0582235082299777,0.251,0.264,1
"Api5",0.69646377244078,0.0673652720564898,0.167,0.177,1
"Fez2",0.696522791782118,0.274470976989842,0.126,0.12,1
"Senp6",0.696914533845195,0.123739219116231,0.194,0.207,1
"Tmed9",0.697144529539673,0.154397992126857,0.381,0.385,1
"Mta2",0.69726674811629,0.0341854563279573,0.11,0.116,1
"Rraga",0.697433505291047,0.143237206254671,0.179,0.17,1
"Arl4c",0.697548710783453,0.034610397659869,0.385,0.409,1
"Vamp2",0.698161835467004,-0.0835412913777918,0.095,0.101,1
"Frg1",0.698235878929712,0.0675188193751843,0.172,0.182,1
"Ubl5",0.698533476691296,-0.0210028278700385,0.641,0.643,1
"Uchl5",0.69854907973875,0.199859329032287,0.095,0.104,1
"Ggh",0.698655621659825,0.135378114904812,0.2,0.196,1
"Etv6",0.700021878235835,0.188159058121636,0.172,0.165,1
"Zcrb1",0.700178716996465,0.140311042834208,0.231,0.247,1
"Med30",0.700363329880801,0.000252880300219971,0.132,0.141,1
"Unc93b1",0.7009221244423,-0.0332662806875592,0.687,0.723,1
"Selenos",0.701504388598359,-0.0185436838374193,0.484,0.507,1
"Pdzd8",0.701699697774994,0.0770176437583243,0.106,0.1,1
"Gab2",0.702083499281337,-0.0350119427799234,0.156,0.162,1
"Erlec1",0.70212448466182,0.33666226458913,0.158,0.153,1
"Rhog",0.702396210029946,0.0293742108458105,0.352,0.378,1
"Atf1",0.702630348076328,-0.0935281088429032,0.126,0.135,1
"Tmem248",0.702985906228033,0.224807511677256,0.097,0.105,1
"Babam1",0.704206434701847,0.174692272369869,0.104,0.114,1
"Cnot6l",0.704811563796979,-0.0942649632058029,0.181,0.189,1
"Smim14",0.704923083478742,0.110704357531666,0.423,0.458,1
"Gpsm3",0.704996479119184,0.176469675493536,0.256,0.251,1
"Stt3b",0.705436682201792,0.271212473485082,0.121,0.115,1
"Gtf3a",0.705462977508091,0.0709643854436708,0.097,0.104,1
"Abracl",0.705490564988669,0.123809028031394,0.33,0.354,1
"Sgk1",0.705570053335199,-0.125355293186896,0.143,0.153,1
"Tmem109",0.705914650901296,0.0511639226980958,0.128,0.138,1
"Arfgap2",0.705917309657142,0.0992976988906429,0.106,0.114,1
"Wasf2",0.705959696397526,0.0408140044363725,0.469,0.489,1
"Acsl5",0.706044132251785,0.109360479967573,0.125,0.135,1
"Cnot4",0.706189836526538,0.217151051256697,0.172,0.168,1
"Lrp6",0.70762056865625,0.130737448678859,0.236,0.23,1
"Nceh1",0.708168162275777,0.103601680980463,0.189,0.201,1
"Os9",0.708545522431856,0.168765770661497,0.322,0.323,1
"Dock8",0.709671455717603,0.0967701310622043,0.361,0.381,1
"Nans",0.709803427795778,0.333605221792341,0.11,0.105,1
"Prpf8",0.709815030605752,0.100773347903118,0.167,0.177,1
"Abr",0.710348618470024,-0.000715901832827104,0.152,0.162,1
"Ggta1",0.71124053576938,0.145568633385181,0.106,0.115,1
"Lpgat1",0.711552573860428,0.174431192354523,0.117,0.127,1
"Nmd3",0.711593614941512,0.0940672079050533,0.097,0.105,1
"Utp11",0.711598624213518,0.0870080078820145,0.168,0.178,1
"Ighm",0.71163948382997,0.0112435554940393,0.432,0.449,1
"Mat2b",0.711695655486767,0.126207809511899,0.167,0.178,1
"Rab31",0.711708717649885,0.0883599440524816,0.143,0.135,1
"Rdx",0.71212471973617,0.219886473464528,0.321,0.331,1
"Itgav",0.713051052197922,0.033482159939588,0.154,0.162,1
"Rnf4",0.713142094338563,0.0104764457704452,0.112,0.119,1
"Mcub",0.713376939552587,0.0919533309082199,0.117,0.126,1
"Ash1l",0.71370792067707,0.102152965577366,0.277,0.296,1
"Lpp",0.713753709286439,0.0669831965222174,0.112,0.119,1
"Rbm25",0.713960810963982,-0.014452114583313,0.538,0.55,1
"Psmc6",0.714200026042123,-0.0428170104022713,0.253,0.264,1
"Arl1",0.714860810701722,0.271880551866685,0.2,0.2,1
"Tfe3",0.714875488352094,-0.0135161754784008,0.229,0.245,1
"Strap",0.715103542938303,0.112584854477843,0.13,0.138,1
"Adam15",0.715278379482241,-0.0901581762566389,0.165,0.173,1
"Ppp2r5c",0.715565452721234,0.237357273934088,0.229,0.224,1
"Naa38",0.71595616246457,-0.0430160629391223,0.15,0.158,1
"Uri1",0.716835418631736,0.274267103135342,0.13,0.124,1
"Got1",0.716973870189557,-0.0370984792220459,0.154,0.162,1
"Snx18",0.717122390750096,0.197748776273733,0.262,0.264,1
"Csnk1g3",0.717187515025976,0.128767764310317,0.154,0.147,1
"Mrps14",0.717209170714453,0.0644515424064618,0.286,0.301,1
"Eif4b",0.71814647436712,-0.0107259892414213,0.238,0.249,1
"Zmpste24",0.718209267966233,0.209018764474404,0.103,0.097,1
"Lrmp",0.719638620420183,0.777234765381895,0.192,0.188,1
"Tmem205",0.720038724854184,0.289166807324803,0.163,0.161,1
"Atp8a1",0.720594361814456,0.0818786311041501,0.185,0.196,1
"Agfg1",0.720939380607876,0.172969358884341,0.121,0.115,1
"Nrbf2",0.721189901181855,0.0572940139555823,0.156,0.165,1
"Swt1",0.721727219885283,0.000385593293066089,0.13,0.123,1
"Phf5a",0.722344281188784,0.204753217550451,0.163,0.158,1
"1810030O07Rik",0.722684562455884,0.309502421827506,0.101,0.096,1
"Riok3",0.722742609607302,0.304034760047074,0.203,0.201,1
"Lsp1",0.722817237192006,0.226133893832191,0.315,0.324,1
"Cast",0.723076120559566,0.14904678412658,0.203,0.197,1
"Tbl1x",0.723684683143714,-0.0345523697874001,0.172,0.18,1
"Dbndd2",0.723774852917787,0.178520722903584,0.152,0.149,1
"Ap3d1",0.724726296275433,0.260923579437848,0.192,0.189,1
"Pnpla8",0.725177498963716,0.105045258244417,0.196,0.207,1
"Zfp106",0.72541716316781,0.0551062557394068,0.322,0.342,1
"Mrps15",0.725519447914661,0.213054393304454,0.158,0.151,1
"Slc37a2",0.725670856925152,0.0779095930845307,0.159,0.169,1
"Alkbh5",0.725853122276299,0.0724342222125482,0.148,0.155,1
"Itgam",0.726064323043767,0.0932827197699131,0.339,0.364,1
"Rsl1d1",0.72613623268173,0.234715325020555,0.185,0.182,1
"Dync1li1",0.726171214923256,0.259888346430246,0.112,0.107,1
"Mospd2",0.728146219760849,0.268417582763377,0.115,0.111,1
"Ccl7",0.7292170837646,-0.171001203949699,0.19,0.181,1
"Pcm1",0.729301865117285,0.163521325975232,0.244,0.238,1
"Mysm1",0.729600550797149,0.013647854484188,0.148,0.157,1
"Gpbp1l1",0.729925493909184,0.157496493261256,0.108,0.103,1
"Ube2n",0.730372007337614,0.0659916177777768,0.222,0.232,1
"Hacd2",0.730424925855682,0.11080676957983,0.097,0.104,1
"Pxn",0.73047153752536,0.0760424004136662,0.106,0.112,1
"Fibp",0.730575904842141,0.203851078674092,0.125,0.135,1
"Tmed3",0.730881247652086,0.272714173000384,0.271,0.272,1
"Hadhb",0.731120679410582,0.0630136391976934,0.121,0.128,1
"Eif3e",0.731428660270452,0.0363875817703991,0.348,0.362,1
"Washc2",0.731431749472319,0.0651877499282909,0.222,0.216,1
"Ube2l3",0.731434545826129,0.239792883001427,0.353,0.361,1
"Sdhb",0.731751489777377,0.282914266385884,0.319,0.326,1
"Trim26",0.731900672303141,-0.0336983109345508,0.119,0.126,1
"Cpsf6",0.731999994289542,-0.0935245695116504,0.141,0.147,1
"Ube2e1",0.732057810865516,0.0689454414856446,0.159,0.168,1
"Acsl4",0.732411963066549,-0.0734166262080843,0.152,0.159,1
"Glyr1",0.732770364792923,0.159724446606962,0.189,0.184,1
"Rapsn",0.732910920457139,0.242219542489448,0.119,0.128,1
"Med10",0.733347132939776,0.108539422992194,0.13,0.138,1
"St3gal6",0.733623293139926,0.115765647056681,0.308,0.303,1
"Hbp1",0.734143525967053,0.154393434951576,0.17,0.168,1
"Stx4a",0.734385982803609,-0.0684171281644615,0.174,0.181,1
"Psmd2",0.734961960016407,0.185688197644777,0.183,0.178,1
"Sft2d2",0.735110207396764,0.200454346376044,0.178,0.172,1
"Evi2a",0.735119204690824,0.0509025075508915,0.418,0.419,1
"2510039O18Rik",0.735205837693101,0.383512011196261,0.101,0.097,1
"Rspry1",0.73527671136706,0.181711843676191,0.108,0.104,1
"Pdgfa",0.735490350395976,0.174648616743697,0.136,0.13,1
"Cul5",0.735646857568126,0.102929871962414,0.139,0.149,1
