"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfp36l1",4.27384169711228e-17,0.553897748321074,0.694,0.553,1.07397368006735e-12,"B cells","Zfp36l1"
"Serbp1",5.09606435276463e-17,0.445071276853865,0.958,0.859,1.28059001120622e-12,"B cells","Serbp1"
"Hnrnpk",3.31430589114311e-16,0.465059095124051,0.88,0.779,8.32851927385352e-12,"B cells","Hnrnpk"
"Stk4",8.68292795695671e-16,1.27973059372382,0.378,0.258,2.18193296630365e-11,"B cells","Stk4"
"Snx2",9.48516496501093e-16,1.37425861927028,0.376,0.268,2.3835271040576e-11,"B cells","Snx2"
"Ndufb1-ps",1.74385185101332e-15,0.501270169528428,0.842,0.738,4.38212531641137e-11,"B cells","Ndufb1-ps"
"Nap1l1",1.83906247023261e-15,0.771720978444677,0.636,0.565,4.62138008144753e-11,"B cells","Nap1l1"
"Rbm25",4.53889339046851e-15,0.689396367901699,0.664,0.604,1.14057852009083e-10,"B cells","Rbm25"
"Arhgap30",6.8374940203655e-15,1.07496434227191,0.344,0.214,1.71819387237765e-10,"B cells","Arhgap30"
"Rhoa",1.32299385690458e-14,0.453528139505499,0.816,0.754,3.32455126301552e-10,"B cells","Rhoa"
"Sumo2",1.62057303451769e-14,0.464630957651259,0.896,0.802,4.0723379784395e-10,"B cells","Sumo2"
"Baz1a",2.38457218788386e-14,1.04185821570188,0.34,0.218,5.99219145093334e-10,"B cells","Baz1a"
"Arhgap17",2.55853462355883e-14,1.28959223200642,0.328,0.214,6.42934165554098e-10,"B cells","Arhgap17"
"Srsf3",2.67499821450898e-14,0.556676495012957,0.848,0.754,6.72200301323962e-10,"B cells","Srsf3"
"Cmtm7",3.48507981063803e-14,1.18371219894425,0.384,0.272,8.75765705615232e-10,"B cells","Cmtm7"
"Nsa2",5.63886601971383e-14,0.607302370095514,0.696,0.653,1.41699064209389e-09,"B cells","Nsa2"
"Ywhaz",8.27801152734622e-14,0.492507037182385,0.884,0.798,2.08018151670683e-09,"B cells","Ywhaz"
"Itga4",9.78666975144624e-14,0.781259482805918,0.358,0.222,2.45929224184092e-09,"B cells","Itga4"
"Srrm2",1.04930325050606e-13,0.454933673520983,0.946,0.873,2.63679413819667e-09,"B cells","Srrm2"
"Ifi203",1.07538799138985e-13,0.566437705715138,0.372,0.229,2.70234248356356e-09,"B cells","Ifi203"
"Ezr",1.17305097308533e-13,1.01014481178291,0.45,0.348,2.94775979026612e-09,"B cells","Ezr"
"Atp5e",1.25431651885976e-13,0.386267283862752,0.966,0.914,3.1519719802427e-09,"B cells","Atp5e"
"Hnrnpa1",1.71793758494907e-13,0.888019790916949,0.504,0.438,4.31700535721852e-09,"B cells","Hnrnpa1"
"Gas5",1.95206418572014e-13,0.509880250561018,0.788,0.709,4.90534209229613e-09,"B cells","Gas5"
"Set",2.16767389097069e-13,0.660224491357472,0.708,0.675,5.44714772062025e-09,"B cells","Set"
"mt-Nd5",2.55351761101911e-13,0.296927013854689,0.978,0.893,6.41673440472992e-09,"B cells","mt-Nd5"
"Son",8.18972385246994e-13,0.38447773079027,0.94,0.875,2.05799570688717e-08,"B cells","Son"
"Hnrnpa2b1",1.05955910341609e-12,0.410109774195281,0.99,0.936,2.6625660709743e-08,"B cells","Hnrnpa2b1"
"Arpc3",1.46141134079477e-12,0.459057176363578,0.812,0.757,3.67238055828318e-08,"B cells","Arpc3"
"H2afy",2.56407177392167e-12,0.476319814177675,0.718,0.59,6.44325596068777e-08,"B cells","H2afy"
"Bin1",7.89154422498208e-12,1.38893512170445,0.258,0.16,1.98306614829575e-07,"B cells","Bin1"
"Malt1",8.69777482655352e-12,1.09328627074191,0.298,0.191,2.18566383616464e-07,"B cells","Malt1"
"Zfp706",1.18173397814887e-11,1.21052447551435,0.446,0.403,2.96957931369031e-07,"B cells","Zfp706"
"Dmxl1",1.77459396150525e-11,1.55543019606279,0.284,0.192,4.45937716586655e-07,"B cells","Dmxl1"
"Hmgn1",1.87936651631948e-11,0.793917025555623,0.558,0.5,4.72266011885921e-07,"B cells","Hmgn1"
"Eml4",2.04617186564264e-11,1.38071670625723,0.304,0.207,5.14182528117339e-07,"B cells","Eml4"
"Hmgb1",2.67178898614169e-11,0.714624018860095,0.968,0.906,6.71393854327546e-07,"B cells","Hmgb1"
"Dock2",2.85595688537000e-11,0.856027055253963,0.342,0.228,7.17673405724629e-07,"B cells","Dock2"
"Map3k1",3.52838627204518e-11,1.42677123354749,0.296,0.204,8.86648186302232e-07,"B cells","Map3k1"
"Strbp",3.57238532380949e-11,0.918126872285794,0.376,0.267,8.97704708020088e-07,"B cells","Strbp"
"Tma7",3.82703962725185e-11,0.558189968913935,0.686,0.665,9.61696787932116e-07,"B cells","Tma7"
"Shisa5",4.6125942270319e-11,0.769441653278093,0.48,0.387,1.15909880331085e-06,"B cells","Shisa5"
"Ubl5",6.12647045553314e-11,0.436211188289331,0.782,0.755,1.53952076077092e-06,"B cells","Ubl5"
"mt-Nd3",1.00675429367285e-10,0.3035721467381,0.918,0.804,2.52987286457051e-06,"B cells","mt-Nd3"
"Snrpe",1.14961716562538e-10,0.813510557692717,0.538,0.523,2.88887297550003e-06,"B cells","Snrpe"
"Selenow",1.34618191212949e-10,0.471475154120084,0.768,0.686,3.38282052699018e-06,"B cells","Selenow"
"Txnip",1.69088886485391e-10,0.80169553932328,0.492,0.412,4.2490346284914e-06,"B cells","Txnip"
"Pabpc1",3.57286415062845e-10,0.313859940625135,0.876,0.813,8.97825032411423e-06,"B cells","Pabpc1"
"Cd53",3.76022697701383e-10,0.703909748575923,0.378,0.27,9.44907437053806e-06,"B cells","Cd53"
"Arhgap15",4.64682166017465e-10,1.06029238056002,0.264,0.166,1.16769981498529e-05,"B cells","Arhgap15"
"Pgls",5.47421119580777e-10,1.42111485722556,0.45,0.425,1.37561453139453e-05,"B cells","Pgls"
"Gdi2",5.84124420029958e-10,0.886084163873465,0.508,0.479,1.46784625509328e-05,"B cells","Gdi2"
"Grk2",5.87065312535785e-10,1.08064799142975,0.34,0.249,1.47523642387117e-05,"B cells","Grk2"
"Sf3b1",7.18833761595475e-10,0.482678464824733,0.706,0.67,1.80635735951327e-05,"B cells","Sf3b1"
"Klhl24",7.79848163089639e-10,1.20188272674829,0.334,0.251,1.95968044902795e-05,"B cells","Klhl24"
"Uqcrh",9.38238395316802e-10,0.339389560631052,0.97,0.912,2.35769926359159e-05,"B cells","Uqcrh"
"Rps27rt",1.29139971176569e-09,1.25637046717197,0.29,0.208,3.24515833569601e-05,"B cells","Rps27rt"
"Smarca4",1.44229917395705e-09,1.83600386565012,0.312,0.243,3.62435359423666e-05,"B cells","Smarca4"
"Hnrnpm",2.6304053321455e-09,0.554630336098539,0.61,0.535,6.60994555914843e-05,"B cells","Hnrnpm"
"Mndal",3.59147696205994e-09,0.685264238964975,0.336,0.235,9.02502245796042e-05,"B cells","Mndal"
"Tpr",4.58472588228356e-09,0.49880291776826,0.732,0.705,0.000115209576695904,"B cells","Tpr"
"Hmgb2",4.79752144798959e-09,0.928259965998159,0.732,0.647,0.00012055691646653,"B cells","Hmgb2"
"Elf1",6.13463744494704e-09,0.939677877602208,0.406,0.346,0.000154157304354074,"B cells","Elf1"
"Cyfip2",9.14657959711109e-09,1.0770849140435,0.312,0.231,0.000229844398695805,"B cells","Cyfip2"
"Tmem243",1.05108052547865e-08,1.41236271665606,0.258,0.182,0.00026412602524753,"B cells","Tmem243"
"Atp5a1",1.43114993655962e-08,0.362646972768263,0.822,0.753,0.000359633667558066,"B cells","Atp5a1"
"Psmb8",1.45544537777021e-08,0.305052979345904,0.556,0.427,0.000365738868979876,"B cells","Psmb8"
"Atp5g2",2.13419249382035e-08,0.325813611885641,0.892,0.825,0.000536301231772115,"B cells","Atp5g2"
"Iqgap1",2.66862691009036e-08,0.283919885470681,0.702,0.643,0.000670599256236607,"B cells","Iqgap1"
"Git2",3.5556108540146e-08,1.17674185520943,0.298,0.222,0.00089348945150533,"B cells","Git2"
"Tgfb1",4.5920742660897e-08,0.687221566775312,0.342,0.251,0.00115394234232568,"B cells","Tgfb1"
"Hnrnpa0",6.29824337073453e-08,0.743290584278158,0.56,0.562,0.00158268557663188,"B cells","Hnrnpa0"
"Smap2",8.11404755455623e-08,1.04102675589976,0.338,0.272,0.00203897900998444,"B cells","Smap2"
"Nedd8",8.22783643585469e-08,0.506841034946772,0.658,0.658,0.00206757301796593,"B cells","Nedd8"
"9930111J21Rik2",1.07804793026702e-07,0.802741107919262,0.282,0.199,0.002709026643968,"B cells","9930111J21Rik2"
"Irf2",1.16991352089532e-07,0.893264157075242,0.42,0.376,0.00293987568665786,"B cells","Irf2"
"Top1",1.52249639629463e-07,0.462345903245759,0.718,0.679,0.00382588119424878,"B cells","Top1"
"Ucp2",2.15958634540952e-07,0.844043530362254,0.514,0.503,0.00542682452737958,"B cells","Ucp2"
"Luc7l2",3.79165513948035e-07,0.505804773417703,0.628,0.621,0.00952805020000017,"B cells","Luc7l2"
"Clk1",4.10492974349435e-07,0.64264247862874,0.556,0.546,0.0103152779524269,"B cells","Clk1"
"Foxn3",4.15444903498544e-07,1.0736324775272,0.32,0.259,0.0104397149800149,"B cells","Foxn3"
"Ddx6",4.39630652447339e-07,0.77276207530766,0.5,0.493,0.0110474786653492,"B cells","Ddx6"
"Sf3b2",4.91535784972014e-07,0.460976632069952,0.65,0.638,0.0123518027405617,"B cells","Sf3b2"
"Pnrc1",5.00082198039343e-07,0.294430939685327,0.768,0.73,0.0125665655545306,"B cells","Pnrc1"
"Grcc10",5.35453344981552e-07,0.463172468570954,0.702,0.667,0.0134554071060414,"B cells","Grcc10"
"Tmem123",5.98082311427294e-07,1.31667360480106,0.262,0.197,0.0150292104038565,"B cells","Tmem123"
"Sfpq",7.1802405170172e-07,0.576540365673676,0.572,0.567,0.0180432263952125,"B cells","Sfpq"
"Eif3h",7.82268065792717e-07,0.477435463975282,0.632,0.633,0.0196576142253052,"B cells","Eif3h"
"Prpf4b",1.06331097034157e-06,0.544149999098053,0.598,0.568,0.0267199413737134,"B cells","Prpf4b"
"Pfdn5",1.26034219543055e-06,0.309677689458708,0.964,0.917,0.0316711390289743,"B cells","Pfdn5"
"Grb2",1.54263387508344e-06,0.862643678665707,0.388,0.336,0.0387648466469716,"B cells","Grb2"
"Trim12a",2.43953235460967e-06,0.960885919548179,0.252,0.184,0.0613030085389865,"B cells","Trim12a"
"Hist1h1c",3.09427335663424e-06,1.19148093828634,0.276,0.216,0.0777559951788617,"B cells","Hist1h1c"
"Camk2d",3.62542149513183e-06,0.76210421921033,0.33,0.259,0.0911032167511677,"B cells","Camk2d"
"Arhgap45",3.96343567635806e-06,0.876184214167588,0.25,0.181,0.0995971751112018,"B cells","Arhgap45"
"Hcls1",4.12968767865485e-06,0.645429183710488,0.298,0.223,0.103774921676918,"B cells","Hcls1"
"Etnk1",5.39712626751358e-06,0.972916435005697,0.342,0.299,0.135624385976349,"B cells","Etnk1"
"Ppdpf",8.53074687215213e-06,0.934849334226198,0.358,0.32,0.214369138150311,"B cells","Ppdpf"
"Ppp3ca",8.72914575599488e-06,0.943123287496835,0.398,0.375,0.219354703702395,"B cells","Ppp3ca"
"Clic1",9.48696036316084e-06,0.338666641330783,0.698,0.7,0.238397826965869,"B cells","Clic1"
"Chd4",1.43134618936592e-05,0.420144780963994,0.65,0.631,0.359682983925762,"B cells","Chd4"
"Ppp1ca",1.68702502914234e-05,0.560435636786712,0.542,0.562,0.423932519573178,"B cells","Ppp1ca"
"Ssh2",2.03544201691356e-05,0.756095420383768,0.33,0.272,0.511486224430209,"B cells","Ssh2"
"Ndufa2",2.71069731926733e-05,0.324132298168611,0.756,0.73,0.681171129358688,"B cells","Ndufa2"
"Yeats4",2.86903438215848e-05,1.15906989748614,0.258,0.209,0.720959649892605,"B cells","Yeats4"
"Smchd1",3.321275137887e-05,0.72120888267896,0.376,0.339,0.834603229399623,"B cells","Smchd1"
"Fus",3.50648692178664e-05,0.373012226720353,0.622,0.632,0.881145098575764,"B cells","Fus"
"Dnajc9",3.67499598622508e-05,0.895328312112139,0.254,0.201,0.923489741378501,"B cells","Dnajc9"
"Blvrb",5.04415392108611e-05,0.451119700245021,0.332,0.271,1,"B cells","Blvrb"
"Ptpn18",5.09388031023015e-05,0.284485298304747,0.508,0.434,1,"B cells","Ptpn18"
"Macf1",5.3448884933969e-05,0.355699820272519,0.65,0.585,1,"B cells","Macf1"
"Morf4l1",6.6149142828217e-05,0.28661291914186,0.892,0.866,1,"B cells","Morf4l1"
"Arl6ip1",6.94210568595216e-05,0.336201489835696,0.702,0.674,1,"B cells","Arl6ip1"
"Atp5f1",8.03774770694613e-05,0.27366253876751,0.838,0.769,1,"B cells","Atp5f1"
"Scaf11",9.56731669478528e-05,0.793425728451165,0.43,0.439,1,"B cells","Scaf11"
"Dbnl",9.77898908994435e-05,1.04359577711472,0.28,0.234,1,"B cells","Dbnl"
"Rbx1",9.98559848445516e-05,0.352164417891795,0.656,0.678,1,"B cells","Rbx1"
"Snrpf",0.000104883330833868,0.718129492131117,0.474,0.496,1,"B cells","Snrpf"
"Sec11c",0.000114584825840013,0.610223022820253,0.468,0.463,1,"B cells","Sec11c"
"Paip2",0.000163619263652617,0.759669506030328,0.44,0.451,1,"B cells","Paip2"
"Sf3b3",0.000165459671892133,1.07144003386193,0.25,0.205,1,"B cells","Sf3b3"
"Fubp1",0.000173002072712409,0.715072098597288,0.404,0.387,1,"B cells","Fubp1"
"Ctcf",0.000175932207714227,0.851904074121145,0.368,0.355,1,"B cells","Ctcf"
"Prpf38b",0.000223980824553661,0.744987259285098,0.378,0.361,1,"B cells","Prpf38b"
"Dock10",0.000244096629098435,0.715601393933483,0.258,0.205,1,"B cells","Dock10"
"Ppp1r11",0.000273181485703888,0.847853172730864,0.34,0.319,1,"B cells","Ppp1r11"
"Acin1",0.00035734205906371,0.607687439223268,0.468,0.487,1,"B cells","Acin1"
"Tsix",0.000382682363305929,0.862425473632111,0.25,0.204,1,"B cells","Tsix"
"Psmb1",0.000443665734309773,0.364733035573075,0.646,0.674,1,"B cells","Psmb1"
"Samd9l",0.000455326060597936,0.703141649494256,0.254,0.205,1,"B cells","Samd9l"
"Cntrl",0.000510932573297319,0.903672120387631,0.25,0.21,1,"B cells","Cntrl"
"Eif3k",0.000577183749699181,0.452540039090288,0.568,0.615,1,"B cells","Eif3k"
"Atp5mpl",0.000763384694614788,0.304080372756937,0.666,0.655,1,"B cells","Atp5mpl"
"Srsf5",0.000764617644504432,0.34106038611833,0.628,0.662,1,"B cells","Srsf5"
"Akap13",0.000782749964224062,0.487149395017062,0.454,0.444,1,"B cells","Akap13"
"Phip",0.000885294804034802,0.719161288749005,0.37,0.347,1,"B cells","Phip"
"Srsf7",0.000937310701081836,0.485569137670574,0.492,0.512,1,"B cells","Srsf7"
"Chd2",0.000950659549796823,0.806597827836982,0.336,0.316,1,"B cells","Chd2"
"Rabgap1l",0.00101082490134867,0.832727092532917,0.258,0.216,1,"B cells","Rabgap1l"
"Smarca5",0.00105922155321404,0.480129840539633,0.522,0.549,1,"B cells","Smarca5"
"Actr3",0.00106938804045367,0.291748112424802,0.572,0.563,1,"B cells","Actr3"
"Snx5",0.00119456210079513,0.649802760240599,0.302,0.264,1,"B cells","Snx5"
"Sec61g",0.00123759712803009,0.279881768527159,0.758,0.752,1,"B cells","Sec61g"
"Psmb9",0.00135688952769214,0.442023428848188,0.324,0.275,1,"B cells","Psmb9"
"Supt4a",0.00137575750650855,0.618481470488321,0.4,0.393,1,"B cells","Supt4a"
"Arpc5",0.00141555358543292,0.337666327313392,0.552,0.553,1,"B cells","Arpc5"
"Setd2",0.00143500244673959,0.916257433543453,0.266,0.23,1,"B cells","Setd2"
"Ppp1cc",0.00168900812001733,0.798066580058832,0.342,0.326,1,"B cells","Ppp1cc"
"Clta",0.0017540466668859,0.257235470817236,0.748,0.75,1,"B cells","Clta"
"Cdkn1b",0.00175863097228175,0.665961644248709,0.322,0.292,1,"B cells","Cdkn1b"
"Ccdc50",0.00191293314792931,0.867604218435878,0.278,0.25,1,"B cells","Ccdc50"
"Ddx46",0.00201175061734807,0.748747160498586,0.346,0.335,1,"B cells","Ddx46"
"Ndufa6",0.00207560906753653,0.338383632532393,0.628,0.651,1,"B cells","Ndufa6"
"Eif3c",0.00242908809508805,0.305206023745333,0.704,0.703,1,"B cells","Eif3c"
"Atf7ip",0.00251735428019266,0.872284020848634,0.286,0.262,1,"B cells","Atf7ip"
"Ptbp3",0.00277929513912247,0.547690010210711,0.476,0.502,1,"B cells","Ptbp3"
"Mycbp2",0.003576075396045,0.345137735002406,0.562,0.556,1,"B cells","Mycbp2"
"Smad7",0.00466257863751401,0.575848443882413,0.274,0.237,1,"B cells","Smad7"
"Pnisr",0.00522817958386528,0.424012270426547,0.484,0.486,1,"B cells","Pnisr"
"Dennd4a",0.00539523713110273,0.395071437365661,0.336,0.299,1,"B cells","Dennd4a"
"Ddx21",0.00542484957816322,0.767799328368289,0.332,0.316,1,"B cells","Ddx21"
"Atrx",0.0059355877329498,0.317576868854529,0.602,0.625,1,"B cells","Atrx"
"Emp3",0.00595751021562569,0.283575225001531,0.36,0.315,1,"B cells","Emp3"
"Erp29",0.00668502745238127,0.632831702394277,0.408,0.416,1,"B cells","Erp29"
"Jpt1",0.0069288367172876,0.665781427672974,0.344,0.334,1,"B cells","Jpt1"
"Gm26917",0.00731399470426973,0.593138353865493,0.274,0.253,1,"B cells","Gm26917"
"Ranbp1",0.00753927619418431,0.257916632555031,0.294,0.415,1,"B cells","Ranbp1"
"Ttc14",0.00916587360893291,0.655979117079149,0.314,0.3,1,"B cells","Ttc14"
"Hnrnpd",0.00985456793333148,0.606839759848327,0.432,0.481,1,"B cells","Hnrnpd"
"S100a9",0,10.3074333789027,0.962,0.035,0,"Granulocytes","S100a9"
"S100a8",0,10.4524946203116,0.95,0.031,0,"Granulocytes","S100a8"
"Alox5ap",0,3.07115309418836,0.868,0.153,0,"Granulocytes","Alox5ap"
"Msrb1",0,3.93558706099109,0.896,0.194,0,"Granulocytes","Msrb1"
"Hp",0,3.89463272092421,0.78,0.105,0,"Granulocytes","Hp"
"Ncf1",0,3.77076077021778,0.788,0.124,0,"Granulocytes","Ncf1"
"G0s2",0,6.16678075449762,0.718,0.066,0,"Granulocytes","G0s2"
"Slpi",0,5.95472117152223,0.674,0.028,0,"Granulocytes","Slpi"
"Hdc",0,5.03765139249507,0.704,0.065,0,"Granulocytes","Hdc"
"Mmp9",0,7.30257975735136,0.636,0.008,0,"Granulocytes","Mmp9"
"Cxcr2",0,7.77630141889848,0.628,0.005,0,"Granulocytes","Cxcr2"
"Wfdc21",0,10.6926603453755,0.61,0.004,0,"Granulocytes","Wfdc21"
"Trem1",0,6.49759501515081,0.616,0.017,0,"Granulocytes","Trem1"
"Pygl",0,4.78659425391416,0.646,0.049,0,"Granulocytes","Pygl"
"Lcn2",0,7.48490033930219,0.63,0.045,0,"Granulocytes","Lcn2"
"Retnlg",0,12.1742425072225,0.586,0.006,0,"Granulocytes","Retnlg"
"Il1r2",0,5.93781362217001,0.598,0.019,0,"Granulocytes","Il1r2"
"Mcemp1",0,4.9342263065478,0.616,0.04,0,"Granulocytes","Mcemp1"
"Clec4e",0,5.45071230167295,0.6,0.03,0,"Granulocytes","Clec4e"
"Csf3r",0,5.69920144463648,0.586,0.035,0,"Granulocytes","Csf3r"
"Pilra",0,4.51102655661977,0.56,0.047,0,"Granulocytes","Pilra"
"Trem3",0,5.94142124669881,0.498,0.013,0,"Granulocytes","Trem3"
"Slc7a11",0,5.055730871807,0.506,0.036,0,"Granulocytes","Slc7a11"
"Ngp",0,12.0146818352974,0.466,0.008,0,"Granulocytes","Ngp"
"Lrg1",0,4.11763743225602,0.462,0.024,0,"Granulocytes","Lrg1"
"Camp",0,12.5708185269879,0.426,0.007,0,"Granulocytes","Camp"
"Cd177",0,6.33629326320104,0.428,0.013,0,"Granulocytes","Cd177"
"Clec4d",0,6.25085270921422,0.408,0.017,0,"Granulocytes","Clec4d"
"F630028O10Rik",0,5.89681215290271,0.402,0.016,0,"Granulocytes","F630028O10Rik"
"Mmp8",0,8.50616103885415,0.384,0.009,0,"Granulocytes","Mmp8"
"Ly6g",0,10.3926801365549,0.316,0,0,"Granulocytes","Ly6g"
"Cebpe",0,8.17585602526194,0.314,0.002,0,"Granulocytes","Cebpe"
"Itgb2l",0,10.1493980858448,0.286,0,0,"Granulocytes","Itgb2l"
"Mrgpra2b",0,10.9773258833967,0.27,0,0,"Granulocytes","Mrgpra2b"
"Fpr2",7.83588114304217e-321,6.10758021781413,0.33,0.008,1.96907857243507e-316,"Granulocytes","Fpr2"
"Pglyrp1",1.88135721701595e-316,2.35934593740437,0.818,0.156,4.72766255063939e-312,"Granulocytes","Pglyrp1"
"Itgam",4.90755794088405e-306,3.40223719386906,0.72,0.111,1.23322023496475e-301,"Granulocytes","Itgam"
"Mxd1",1.75635060833892e-303,3.8078642939008,0.798,0.16,4.41353344369487e-299,"Granulocytes","Mxd1"
"Ccr1",1.40799233734749e-296,4.31776902010994,0.514,0.047,3.53814394452051e-292,"Granulocytes","Ccr1"
"Padi4",1.88307160575171e-281,6.62727308897275,0.27,0.004,4.73197063809348e-277,"Granulocytes","Padi4"
"C5ar1",8.73225563119005e-274,4.15705368906229,0.454,0.037,2.19432851756175e-269,"Granulocytes","C5ar1"
"Slc16a3",6.25580652806703e-271,4.98403034131308,0.424,0.032,1.57202162243796e-266,"Granulocytes","Slc16a3"
"Gsr",2.70896707373004e-260,3.42763338292947,0.796,0.208,6.80736335957622e-256,"Granulocytes","Gsr"
"Cd300lf",1.93985598361972e-256,4.60881313965029,0.414,0.032,4.87466410123799e-252,"Granulocytes","Cd300lf"
"Ifitm6",3.38313541838174e-254,4.67458218251654,0.492,0.054,8.50148099285148e-250,"Granulocytes","Ifitm6"
"Nfam1",1.03017832678305e-253,3.55884264026362,0.582,0.08,2.58873511737313e-249,"Granulocytes","Nfam1"
"Acod1",1.76687319936378e-252,5.67768587634021,0.312,0.013,4.43997566268124e-248,"Granulocytes","Acod1"
"Lilr4b",4.17482014356063e-246,3.32955074616674,0.594,0.087,1.04909055387535e-241,"Granulocytes","Lilr4b"
"Tyrobp",1.15754396516855e-245,2.3314514729618,0.98,0.305,2.90879223007205e-241,"Granulocytes","Tyrobp"
"Lst1",1.75595654054234e-243,2.76662768861161,0.756,0.149,4.41254319072884e-239,"Granulocytes","Lst1"
"S100a11",3.59977533388988e-227,2.82473395261002,0.996,0.632,9.04587543653188e-223,"Granulocytes","S100a11"
"Chil3",1.25552724212822e-223,5.25902707732609,0.346,0.024,3.155014406744e-219,"Granulocytes","Chil3"
"Ltb4r1",2.56964806844097e-222,3.84321290037689,0.38,0.031,6.45726863118531e-218,"Granulocytes","Ltb4r1"
"Il1b",8.70875391800546e-222,3.88333705447218,0.714,0.173,2.18842277205559e-217,"Granulocytes","Il1b"
"Ncf2",4.99480490845918e-217,3.09651284631745,0.676,0.14,1.25514452544671e-212,"Granulocytes","Ncf2"
"Cxcl2",3.8583474484916e-214,4.30691334923034,0.486,0.064,9.69564130331455e-210,"Granulocytes","Cxcl2"
"Slfn4",1.29466981822032e-212,5.30296607731082,0.274,0.013,3.25337578620585e-208,"Granulocytes","Slfn4"
"AA467197",2.38139119287708e-205,2.99011487226744,0.45,0.053,5.98419792858081e-201,"Granulocytes","AA467197"
"Cd300ld",1.3932788618325e-194,4.18322963006967,0.37,0.037,3.50117045189889e-190,"Granulocytes","Cd300ld"
"Tnfaip2",2.4721774320298e-191,4.02109428011605,0.632,0.145,6.21233466894767e-187,"Granulocytes","Tnfaip2"
"Gda",5.0335626475273e-190,3.37073822771562,0.572,0.113,1.26488395769713e-185,"Granulocytes","Gda"
"Ptgs2",6.74956589825577e-190,4.04057914375937,0.426,0.055,1.69609841457269e-185,"Granulocytes","Ptgs2"
"Gmfg1",8.66297812142561e-190,2.36314183764894,0.814,0.265,2.17691977213304e-185,"Granulocytes","Gmfg"
"Il1rn",1.94842496054827e-188,3.81044127632905,0.35,0.033,4.89619708336176e-184,"Granulocytes","Il1rn"
"Prdx5",4.6331798070301e-185,2.44624046140754,0.936,0.609,1.16427175370859e-180,"Granulocytes","Prdx5"
"Igsf6",2.18586943392387e-184,3.27654980691079,0.498,0.081,5.49287130050729e-180,"Granulocytes","Igsf6"
